"   Channel,  Energy(keV),   Counts"
"    4516,     983.5857,         78"
"    4517,     983.8044,         88"
"    4518,     984.0232,         86"
"    4519,     984.2419,         78"
"    4520,     984.4606,         85"
"    4521,     984.6793,         98"
"    4522,     984.8980,         85"
"    4523,     985.1167,         93"
"    4524,     985.3354,         86"
"    4525,     985.5542,         91"
"    4526,     985.7729,         82"
"    4527,     985.9916,         87"
"    4528,     986.2103,         68"
"    4529,     986.4290,         84"
"    4530,     986.6477,         93"
"    4531,     986.8665,         91"
"    4532,     987.0852,         86"
"    4533,     987.3039,         96"
"    4534,     987.5226,         70"
"    4535,     987.7413,         76"
"    4536,     987.9600,         85"
"    4537,     988.1788,        102"
"    4538,     988.3975,         80"
"    4539,     988.6162,         79"
"    4540,     988.8349,         90"
"    4541,     989.0536,         74"
"    4542,     989.2723,         87"
"    4543,     989.4911,        103"
"    4544,     989.7098,        106"
"    4545,     989.9285,         76"
"    4546,     990.1472,         87"
"    4547,     990.3659,         85"
"    4548,     990.5846,        101"
"    4549,     990.8033,         89"
"    4550,     991.0221,         80"
"    4551,     991.2408,         78"
"    4552,     991.4595,         88"
"    4553,     991.6782,         78"
"    4554,     991.8969,         89"
"    4555,     992.1156,         67"
"    4556,     992.3344,         90"
"    4557,     992.5531,         77"
"    4558,     992.7718,         79"
"    4559,     992.9905,         87"
"    4560,     993.2092,         62"
"    4561,     993.4279,         74"
"    4562,     993.6467,         93"
"    4563,     993.8654,         85"
"    4564,     994.0841,         74"
"    4565,     994.3028,         80"
"    4566,     994.5215,         89"
"    4567,     994.7402,         97"
"    4568,     994.9589,         95"
"    4569,     995.1777,         91"
"    4570,     995.3964,         83"
"    4571,     995.6151,         74"
"    4572,     995.8338,         80"
"    4573,     996.0525,         73"
"    4574,     996.2712,         91"
"    4575,     996.4900,         88"
"    4576,     996.7087,         70"
"    4577,     996.9274,         94"
"    4578,     997.1461,         86"
"    4579,     997.3648,         83"
"    4580,     997.5835,         85"
"    4581,     997.8023,         88"
"    4582,     998.0210,         91"
"    4583,     998.2397,         89"
"    4584,     998.4584,         82"
"    4585,     998.6771,         82"
"    4586,     998.8958,        101"
"    4587,     999.1145,         68"
"    4588,     999.3333,         95"
"    4589,     999.5520,         81"
"    4590,     999.7707,         85"
"    4591,     999.9894,         82"
"    4592,    1000.2081,         88"
"    4593,    1000.4268,         81"
"    4594,    1000.6456,         74"
"    4595,    1000.8643,         80"
"    4596,    1001.0830,         78"
"    4597,    1001.3017,         77"
"    4598,    1001.5204,         62"
"    4599,    1001.7391,         86"
"    4600,    1001.9579,         82"
"    4601,    1002.1766,         74"
"    4602,    1002.3953,         89"
"    4603,    1002.6140,         69"
"    4604,    1002.8327,         98"
"    4605,    1003.0514,         85"
"    4606,    1003.2701,        105"
"    4607,    1003.4889,         95"
"    4608,    1003.7076,         88"
"    4609,    1003.9263,         77"
"    4610,    1004.1450,         88"
"    4611,    1004.3637,         80"
"    4612,    1004.5824,         77"
"    4613,    1004.8012,         80"
"    4614,    1005.0199,         87"
"    4615,    1005.2386,         89"
"    4616,    1005.4573,         91"
"    4617,    1005.6760,         85"
"    4618,    1005.8947,         79"
"    4619,    1006.1135,         90"
"    4620,    1006.3322,         81"
"    4621,    1006.5509,         83"
"    4622,    1006.7696,         80"
"    4623,    1006.9883,         82"
"    4624,    1007.2070,         99"
"    4625,    1007.4257,         95"
"    4626,    1007.6445,         87"
"    4627,    1007.8632,         90"
"    4628,    1008.0819,         79"
"    4629,    1008.3006,        102"
"    4630,    1008.5193,         70"
"    4631,    1008.7380,        100"
"    4632,    1008.9568,         69"
"    4633,    1009.1755,         91"
"    4634,    1009.3942,         84"
"    4635,    1009.6129,         85"
"    4636,    1009.8316,         84"
"    4637,    1010.0503,         94"
"    4638,    1010.2691,         98"
"    4639,    1010.4878,         96"
"    4640,    1010.7065,         88"
"    4641,    1010.9252,         85"
"    4642,    1011.1439,         85"
"    4643,    1011.3626,         89"
"    4644,    1011.5813,         90"
"    4645,    1011.8001,         74"
"    4646,    1012.0188,         91"
"    4647,    1012.2375,         89"
"    4648,    1012.4562,         73"
"    4649,    1012.6749,         91"
"    4650,    1012.8936,         79"
"    4651,    1013.1124,         76"
"    4652,    1013.3311,         81"
"    4653,    1013.5498,         71"
"    4654,    1013.7685,         70"
"    4655,    1013.9872,         77"
"    4656,    1014.2059,         85"
"    4657,    1014.4247,         81"
"    4658,    1014.6434,         83"
"    4659,    1014.8621,         80"
"    4660,    1015.0808,         71"
"    4661,    1015.2995,         82"
"    4662,    1015.5182,         71"
"    4663,    1015.7369,         94"
"    4664,    1015.9557,         97"
"    4665,    1016.1744,         89"
"    4666,    1016.3931,         82"
"    4667,    1016.6118,         76"
"    4668,    1016.8305,         67"
"    4669,    1017.0492,         80"
"    4670,    1017.2680,         74"
"    4671,    1017.4867,         80"
"    4672,    1017.7054,         86"
"    4673,    1017.9241,         85"
"    4674,    1018.1428,         84"
"    4675,    1018.3615,         79"
"    4676,    1018.5803,         84"
"    4677,    1018.7990,         78"
"    4678,    1019.0177,         76"
"    4679,    1019.2364,         98"
"    4680,    1019.4551,         73"
"    4681,    1019.6738,         82"
"    4682,    1019.8925,         81"
"    4683,    1020.1113,         64"
"    4684,    1020.3300,         85"
"    4685,    1020.5487,         67"
"    4686,    1020.7674,         87"
"    4687,    1020.9861,         87"
"    4688,    1021.2048,         87"
"    4689,    1021.4236,         75"
"    4690,    1021.6423,         94"
"    4691,    1021.8610,         73"
"    4692,    1022.0797,         86"
"    4693,    1022.2984,         69"
"    4694,    1022.5171,         89"
"    4695,    1022.7359,         88"
"    4696,    1022.9546,         85"
"    4697,    1023.1733,         77"
"    4698,    1023.3920,         80"
"    4699,    1023.6107,         84"
"    4700,    1023.8294,         84"
"    4701,    1024.0481,         87"
"    4702,    1024.2669,         94"
"    4703,    1024.4856,         83"
"    4704,    1024.7043,         89"
"    4705,    1024.9230,         89"
"    4706,    1025.1417,         85"
"    4707,    1025.3604,         84"
"    4708,    1025.5792,         63"
"    4709,    1025.7979,         75"
"    4710,    1026.0166,         76"
"    4711,    1026.2353,         73"
"    4712,    1026.4540,         74"
"    4713,    1026.6727,         79"
"    4714,    1026.8915,         83"
"    4715,    1027.1102,         85"
"    4716,    1027.3289,         82"
"    4717,    1027.5476,         77"
"    4718,    1027.7663,        105"
"    4719,    1027.9850,         84"
"    4720,    1028.2037,         72"
"    4721,    1028.4225,         71"
"    4722,    1028.6412,         99"
"    4723,    1028.8599,         93"
"    4724,    1029.0786,         83"
"    4725,    1029.2973,         88"
"    4726,    1029.5160,         82"
"    4727,    1029.7348,         82"
"    4728,    1029.9535,         92"
"    4729,    1030.1722,         92"
"    4730,    1030.3909,         78"
"    4731,    1030.6096,         84"
"    4732,    1030.8283,         85"
"    4733,    1031.0471,         79"
"    4734,    1031.2658,         78"
"    4735,    1031.4845,         94"
"    4736,    1031.7032,         81"
"    4737,    1031.9219,         79"
"    4738,    1032.1406,         78"
"    4739,    1032.3594,         93"
"    4740,    1032.5781,         72"
"    4741,    1032.7968,         76"
"    4742,    1033.0155,         66"
"    4743,    1033.2342,         66"
"    4744,    1033.4529,        104"
"    4745,    1033.6716,         90"
"    4746,    1033.8904,         87"
"    4747,    1034.1091,         85"
"    4748,    1034.3278,         84"
"    4749,    1034.5465,         86"
"    4750,    1034.7652,         76"
"    4751,    1034.9839,         61"
"    4752,    1035.2027,         77"
"    4753,    1035.4214,         58"
"    4754,    1035.6401,         78"
"    4755,    1035.8588,         73"
"    4756,    1036.0775,         76"
"    4757,    1036.2962,         90"
"    4758,    1036.5150,         72"
"    4759,    1036.7337,         80"
"    4760,    1036.9524,         84"
"    4761,    1037.1711,         89"
"    4762,    1037.3898,         87"
"    4763,    1037.6085,         85"
"    4764,    1037.8272,         84"
"    4765,    1038.0460,         87"
"    4766,    1038.2647,         84"
"    4767,    1038.4834,         74"
"    4768,    1038.7021,         79"
"    4769,    1038.9208,         77"
"    4770,    1039.1395,         55"
"    4771,    1039.3583,         70"
"    4772,    1039.5770,         62"
"    4773,    1039.7957,         95"
"    4774,    1040.0144,         76"
"    4775,    1040.2331,         70"
"    4776,    1040.4518,         83"
"    4777,    1040.6706,         88"
"    4778,    1040.8893,         75"
"    4779,    1041.1080,         89"
"    4780,    1041.3267,         90"
"    4781,    1041.5454,         78"
"    4782,    1041.7641,         73"
"    4783,    1041.9828,         69"
"    4784,    1042.2016,         88"
"    4785,    1042.4203,         78"
"    4786,    1042.6390,         82"
"    4787,    1042.8577,         78"
"    4788,    1043.0764,         85"
"    4789,    1043.2951,         84"
"    4790,    1043.5139,         78"
"    4791,    1043.7326,         81"
"    4792,    1043.9513,         84"
"    4793,    1044.1700,         84"
"    4794,    1044.3887,         64"
"    4795,    1044.6074,         66"
"    4796,    1044.8262,         95"
"    4797,    1045.0449,         70"
"    4798,    1045.2636,         81"
"    4799,    1045.4823,         82"
"    4800,    1045.7010,         78"
"    4801,    1045.9197,         78"
"    4802,    1046.1384,         78"
"    4803,    1046.3572,         85"
"    4804,    1046.5759,        108"
"    4805,    1046.7946,         77"
"    4806,    1047.0133,         66"
"    4807,    1047.2320,         69"
"    4808,    1047.4507,         66"
"    4809,    1047.6695,         69"
"    4810,    1047.8882,         74"
"    4811,    1048.1069,         83"
"    4812,    1048.3256,         72"
"    4813,    1048.5443,         66"
"    4814,    1048.7630,         87"
"    4815,    1048.9818,         90"
"    4816,    1049.2005,         92"
"    4817,    1049.4192,         82"
"    4818,    1049.6379,         71"
"    4819,    1049.8566,         68"
"    4820,    1050.0753,         91"
"    4821,    1050.2940,         70"
"    4822,    1050.5128,         68"
"    4823,    1050.7315,         75"
"    4824,    1050.9502,         99"
"    4825,    1051.1689,         86"
"    4826,    1051.3876,         92"
"    4827,    1051.6063,         69"
"    4828,    1051.8251,         65"
"    4829,    1052.0438,         79"
"    4830,    1052.2625,         72"
"    4831,    1052.4812,         87"
"    4832,    1052.6999,         70"
"    4833,    1052.9186,         76"
"    4834,    1053.1374,         79"
"    4835,    1053.3561,         67"
"    4836,    1053.5748,         74"
"    4837,    1053.7935,         65"
"    4838,    1054.0122,         70"
"    4839,    1054.2309,         83"
"    4840,    1054.4496,         85"
"    4841,    1054.6684,         89"
"    4842,    1054.8871,         76"
"    4843,    1055.1058,         87"
"    4844,    1055.3245,         79"
"    4845,    1055.5432,         72"
"    4846,    1055.7619,         71"
"    4847,    1055.9807,         79"
"    4848,    1056.1994,         80"
"    4849,    1056.4181,         78"
"    4850,    1056.6368,         71"
"    4851,    1056.8555,         76"
"    4852,    1057.0742,         60"
"    4853,    1057.2930,         79"
"    4854,    1057.5117,         69"
"    4855,    1057.7304,         71"
"    4856,    1057.9491,         81"
"    4857,    1058.1678,         73"
"    4858,    1058.3865,         69"
"    4859,    1058.6052,         63"
"    4860,    1058.8240,         86"
"    4861,    1059.0427,         65"
"    4862,    1059.2614,         79"
"    4863,    1059.4801,         78"
"    4864,    1059.6988,         60"
"    4865,    1059.9175,         64"
"    4866,    1060.1363,         91"
"    4867,    1060.3550,         84"
"    4868,    1060.5737,         84"
"    4869,    1060.7924,         75"
"    4870,    1061.0111,         74"
"    4871,    1061.2298,         70"
"    4872,    1061.4486,         66"
"    4873,    1061.6673,         79"
"    4874,    1061.8860,         64"
"    4875,    1062.1047,         94"
"    4876,    1062.3234,         74"
"    4877,    1062.5421,         76"
"    4878,    1062.7608,         71"
"    4879,    1062.9796,         68"
"    4880,    1063.1983,         65"
"    4881,    1063.4170,         73"
"    4882,    1063.6357,         75"
"    4883,    1063.8544,         77"
"    4884,    1064.0731,         74"
"    4885,    1064.2919,         78"
"    4886,    1064.5106,         81"
"    4887,    1064.7293,         66"
"    4888,    1064.9480,         72"
"    4889,    1065.1667,         88"
"    4890,    1065.3854,         73"
"    4891,    1065.6042,         75"
"    4892,    1065.8229,         75"
"    4893,    1066.0416,         77"
"    4894,    1066.2603,         77"
"    4895,    1066.4790,         71"
"    4896,    1066.6977,         69"
"    4897,    1066.9164,         88"
"    4898,    1067.1352,         71"
"    4899,    1067.3539,         66"
"    4900,    1067.5726,         70"
"    4901,    1067.7913,         64"
"    4902,    1068.0100,         76"
"    4903,    1068.2287,         64"
"    4904,    1068.4475,         69"
"    4905,    1068.6662,         81"
"    4906,    1068.8849,         76"
"    4907,    1069.1036,         87"
"    4908,    1069.3223,         98"
"    4909,    1069.5410,         80"
"    4910,    1069.7598,         65"
"    4911,    1069.9785,         74"
"    4912,    1070.1972,         74"
"    4913,    1070.4159,         97"
"    4914,    1070.6346,        101"
"    4915,    1070.8533,         67"
"    4916,    1071.0720,         71"
"    4917,    1071.2908,         77"
"    4918,    1071.5095,         88"
"    4919,    1071.7282,         72"
"    4920,    1071.9469,        102"
"    4921,    1072.1656,         75"
"    4922,    1072.3843,         72"
"    4923,    1072.6031,         61"
"    4924,    1072.8218,         68"
"    4925,    1073.0405,         87"
"    4926,    1073.2592,         74"
"    4927,    1073.4779,         87"
"    4928,    1073.6966,         70"
"    4929,    1073.9154,         79"
"    4930,    1074.1341,         89"
"    4931,    1074.3528,         63"
"    4932,    1074.5715,         80"
"    4933,    1074.7902,         90"
"    4934,    1075.0089,         91"
"    4935,    1075.2277,         70"
"    4936,    1075.4464,         89"
"    4937,    1075.6651,         96"
"    4938,    1075.8838,         70"
"    4939,    1076.1025,         78"
"    4940,    1076.3212,         98"
"    4941,    1076.5399,         72"
"    4942,    1076.7587,         77"
"    4943,    1076.9774,         89"
"    4944,    1077.1961,         80"
"    4945,    1077.4148,         77"
"    4946,    1077.6335,         77"
"    4947,    1077.8522,         75"
"    4948,    1078.0710,         74"
"    4949,    1078.2897,         59"
"    4950,    1078.5084,         87"
"    4951,    1078.7271,         78"
"    4952,    1078.9458,         93"
"    4953,    1079.1645,         85"
"    4954,    1079.3833,         77"
"    4955,    1079.6020,         79"
"    4956,    1079.8207,         78"
"    4957,    1080.0394,         80"
"    4958,    1080.2581,         70"
"    4959,    1080.4768,         85"
"    4960,    1080.6955,         90"
"    4961,    1080.9143,         73"
"    4962,    1081.1330,         69"
"    4963,    1081.3517,         69"
"    4964,    1081.5704,         74"
"    4965,    1081.7891,         81"
"    4966,    1082.0078,         83"
"    4967,    1082.2266,         76"
"    4968,    1082.4453,         66"
"    4969,    1082.6640,         71"
"    4970,    1082.8827,         83"
"    4971,    1083.1014,         85"
"    4972,    1083.3201,         82"
"    4973,    1083.5389,         86"
"    4974,    1083.7576,         82"
"    4975,    1083.9763,         88"
"    4976,    1084.1950,         78"
"    4977,    1084.4137,         94"
"    4978,    1084.6324,         65"
"    4979,    1084.8511,         54"
"    4980,    1085.0699,         71"
"    4981,    1085.2886,         86"
"    4982,    1085.5073,         65"
"    4983,    1085.7260,         78"
"    4984,    1085.9447,         75"
"    4985,    1086.1634,         89"
"    4986,    1086.3822,         63"
"    4987,    1086.6009,         72"
"    4988,    1086.8196,         80"
"    4989,    1087.0383,         74"
"    4990,    1087.2570,         85"
"    4991,    1087.4757,         70"
"    4992,    1087.6945,         72"
"    4993,    1087.9132,         87"
"    4994,    1088.1319,         82"
"    4995,    1088.3506,         85"
"    4996,    1088.5693,         75"
"    4997,    1088.7880,         99"
"    4998,    1089.0067,         76"
"    4999,    1089.2255,         66"
"    5000,    1089.4442,         71"
"    5001,    1089.6629,         93"
"    5002,    1089.8816,         76"
"    5003,    1090.1003,         71"
"    5004,    1090.3190,         79"
"    5005,    1090.5378,         78"
"    5006,    1090.7565,         73"
"    5007,    1090.9752,         90"
"    5008,    1091.1939,         69"
"    5009,    1091.4126,         62"
"    5010,    1091.6313,         78"
"    5011,    1091.8501,         89"
"    5012,    1092.0688,         88"
"    5013,    1092.2875,         94"
"    5014,    1092.5062,         85"
"    5015,    1092.7249,         83"
"    5016,    1092.9436,         77"
"    5017,    1093.1623,         69"
"    5018,    1093.3811,         71"
"    5019,    1093.5998,         81"
"    5020,    1093.8185,         74"
"    5021,    1094.0372,         70"
"    5022,    1094.2559,         79"
"    5023,    1094.4746,         64"
"    5024,    1094.6934,         82"
"    5025,    1094.9121,         84"
"    5026,    1095.1308,         82"
"    5027,    1095.3495,         79"
"    5028,    1095.5682,         70"
"    5029,    1095.7869,         66"
"    5030,    1096.0057,         93"
"    5031,    1096.2244,         85"
"    5032,    1096.4431,         83"
"    5033,    1096.6618,         83"
"    5034,    1096.8805,         90"
"    5035,    1097.0992,        105"
"    5036,    1097.3179,         74"
"    5037,    1097.5367,         83"
"    5038,    1097.7554,         81"
"    5039,    1097.9741,         75"
"    5040,    1098.1928,         73"
"    5041,    1098.4115,         84"
"    5042,    1098.6302,         65"
"    5043,    1098.8490,         70"
"    5044,    1099.0677,         94"
"    5045,    1099.2864,         86"
"    5046,    1099.5051,         87"
"    5047,    1099.7238,         73"
"    5048,    1099.9425,         81"
"    5049,    1100.1613,         75"
"    5050,    1100.3800,         83"
"    5051,    1100.5987,         90"
"    5052,    1100.8174,         74"
"    5053,    1101.0361,         69"
"    5054,    1101.2548,         86"
"    5055,    1101.4735,         65"
"    5056,    1101.6923,         96"
"    5057,    1101.9110,         81"
"    5058,    1102.1297,         83"
"    5059,    1102.3484,         87"
"    5060,    1102.5671,         81"
"    5061,    1102.7858,         84"
"    5062,    1103.0046,         74"
"    5063,    1103.2233,         75"
"    5064,    1103.4420,         93"
"    5065,    1103.6607,         94"
"    5066,    1103.8794,         91"
"    5067,    1104.0981,         82"
"    5068,    1104.3169,         86"
"    5069,    1104.5356,         83"
"    5070,    1104.7543,         94"
"    5071,    1104.9730,         85"
"    5072,    1105.1917,         91"
"    5073,    1105.4104,         78"
"    5074,    1105.6291,         72"
"    5075,    1105.8479,         70"
"    5076,    1106.0666,         81"
"    5077,    1106.2853,         75"
"    5078,    1106.5040,         79"
"    5079,    1106.7227,         90"
"    5080,    1106.9414,         75"
"    5081,    1107.1602,         88"
"    5082,    1107.3789,         87"
"    5083,    1107.5976,         75"
"    5084,    1107.8163,         76"
"    5085,    1108.0350,         75"
"    5086,    1108.2537,         84"
"    5087,    1108.4725,         79"
"    5088,    1108.6912,         74"
"    5089,    1108.9099,         75"
"    5090,    1109.1286,         93"
"    5091,    1109.3473,        100"
"    5092,    1109.5660,         78"
"    5093,    1109.7847,         78"
"    5094,    1110.0035,         74"
"    5095,    1110.2222,         76"
"    5096,    1110.4409,         78"
"    5097,    1110.6596,         74"
"    5098,    1110.8783,         57"
"    5099,    1111.0970,         81"
"    5100,    1111.3158,         87"
"    5101,    1111.5345,         78"
"    5102,    1111.7532,         79"
"    5103,    1111.9719,         70"
"    5104,    1112.1906,         81"
"    5105,    1112.4093,         75"
"    5106,    1112.6281,         74"
"    5107,    1112.8468,         63"
"    5108,    1113.0655,         74"
"    5109,    1113.2842,         74"
"    5110,    1113.5029,         69"
"    5111,    1113.7216,         75"
"    5112,    1113.9403,         57"
"    5113,    1114.1591,         68"
"    5114,    1114.3778,         78"
"    5115,    1114.5965,         58"
"    5116,    1114.8152,         69"
"    5117,    1115.0339,         76"
"    5118,    1115.2526,         51"
"    5119,    1115.4714,         73"
"    5120,    1115.6901,         67"
"    5121,    1115.9088,         75"
"    5122,    1116.1275,         65"
"    5123,    1116.3462,         73"
"    5124,    1116.5649,         65"
"    5125,    1116.7837,         50"
"    5126,    1117.0024,         67"
"    5127,    1117.2211,         66"
"    5128,    1117.4398,         64"
"    5129,    1117.6585,         55"
"    5130,    1117.8772,         53"
"    5131,    1118.0960,         62"
"    5132,    1118.3147,         50"
"    5133,    1118.5334,         73"
"    5134,    1118.7521,         60"
"    5135,    1118.9708,         63"
"    5136,    1119.1895,         59"
"    5137,    1119.4082,         45"
"    5138,    1119.6270,         48"
"    5139,    1119.8457,         62"
"    5140,    1120.0644,         53"
"    5141,    1120.2831,         68"
"    5142,    1120.5018,         58"
"    5143,    1120.7205,         39"
"    5144,    1120.9393,         50"
"    5145,    1121.1580,         48"
"    5146,    1121.3767,         55"
"    5147,    1121.5954,         53"
"    5148,    1121.8141,         46"
"    5149,    1122.0328,         55"
"    5150,    1122.2516,         45"
"    5151,    1122.4703,         43"
"    5152,    1122.6890,         54"
"    5153,    1122.9077,         54"
"    5154,    1123.1264,         53"
"    5155,    1123.3451,         53"
"    5156,    1123.5638,         49"
"    5157,    1123.7826,         40"
"    5158,    1124.0013,         45"
"    5159,    1124.2200,         45"
"    5160,    1124.4387,         51"
"    5161,    1124.6574,         55"
"    5162,    1124.8761,         52"
"    5163,    1125.0949,         53"
"    5164,    1125.3136,         49"
"    5165,    1125.5323,         64"
"    5166,    1125.7510,         54"
"    5167,    1125.9697,         45"
"    5168,    1126.1884,         44"
"    5169,    1126.4072,         59"
"    5170,    1126.6259,         55"
"    5171,    1126.8446,         49"
"    5172,    1127.0633,         57"
"    5173,    1127.2820,         52"
"    5174,    1127.5007,         45"
"    5175,    1127.7194,         38"
"    5176,    1127.9382,         44"
"    5177,    1128.1569,         48"
"    5178,    1128.3756,         54"
"    5179,    1128.5943,         44"
"    5180,    1128.8130,         58"
"    5181,    1129.0317,         40"
"    5182,    1129.2505,         57"
"    5183,    1129.4692,         51"
"    5184,    1129.6879,         49"
"    5185,    1129.9066,         50"
"    5186,    1130.1253,         44"
"    5187,    1130.3440,         55"
"    5188,    1130.5628,         41"
"    5189,    1130.7815,         39"
"    5190,    1131.0002,         52"
"    5191,    1131.2189,         46"
"    5192,    1131.4376,         52"
"    5193,    1131.6563,         56"
"    5194,    1131.8750,         47"
"    5195,    1132.0938,         42"
"    5196,    1132.3125,         49"
"    5197,    1132.5312,         38"
"    5198,    1132.7499,         52"
"    5199,    1132.9686,         35"
"    5200,    1133.1873,         46"
"    5201,    1133.4061,         47"
"    5202,    1133.6248,         53"
"    5203,    1133.8435,         47"
"    5204,    1134.0622,         45"
"    5205,    1134.2809,         42"
"    5206,    1134.4996,         36"
"    5207,    1134.7184,         41"
"    5208,    1134.9371,         44"
"    5209,    1135.1558,         40"
"    5210,    1135.3745,         45"
"    5211,    1135.5932,         42"
"    5212,    1135.8119,         40"
"    5213,    1136.0306,         46"
"    5214,    1136.2494,         51"
"    5215,    1136.4681,         51"
"    5216,    1136.6868,         53"
"    5217,    1136.9055,         47"
"    5218,    1137.1242,         49"
"    5219,    1137.3429,         39"
"    5220,    1137.5617,         49"
"    5221,    1137.7804,         57"
"    5222,    1137.9991,         34"
"    5223,    1138.2178,         42"
"    5224,    1138.4365,         42"
"    5225,    1138.6552,         49"
"    5226,    1138.8740,         32"
"    5227,    1139.0927,         37"
"    5228,    1139.3114,         58"
"    5229,    1139.5301,         38"
"    5230,    1139.7488,         38"
"    5231,    1139.9675,         53"
"    5232,    1140.1862,         44"
"    5233,    1140.4050,         39"
"    5234,    1140.6237,         31"
"    5235,    1140.8424,         38"
"    5236,    1141.0611,         48"
"    5237,    1141.2798,         41"
"    5238,    1141.4985,         43"
"    5239,    1141.7173,         39"
"    5240,    1141.9360,         48"
"    5241,    1142.1547,         56"
"    5242,    1142.3734,         52"
"    5243,    1142.5921,         41"
"    5244,    1142.8108,         39"
"    5245,    1143.0296,         37"
"    5246,    1143.2483,         47"
"    5247,    1143.4670,         31"
"    5248,    1143.6857,         38"
"    5249,    1143.9044,         34"
"    5250,    1144.1231,         37"
"    5251,    1144.3418,         36"
"    5252,    1144.5606,         36"
"    5253,    1144.7793,         42"
"    5254,    1144.9980,         49"
"    5255,    1145.2167,         42"
"    5256,    1145.4354,         43"
"    5257,    1145.6541,         40"
"    5258,    1145.8729,         54"
"    5259,    1146.0916,         35"
"    5260,    1146.3103,         32"
"    5261,    1146.5290,         41"
"    5262,    1146.7477,         41"
"    5263,    1146.9664,         44"
"    5264,    1147.1852,         37"
"    5265,    1147.4039,         48"
"    5266,    1147.6226,         42"
"    5267,    1147.8413,         49"
"    5268,    1148.0600,         50"
"    5269,    1148.2787,         48"
"    5270,    1148.4974,         49"
"    5271,    1148.7162,         41"
"    5272,    1148.9349,         36"
"    5273,    1149.1536,         49"
"    5274,    1149.3723,         46"
"    5275,    1149.5910,         33"
"    5276,    1149.8097,         47"
"    5277,    1150.0285,         39"
"    5278,    1150.2472,         44"
"    5279,    1150.4659,         54"
"    5280,    1150.6846,         42"
"    5281,    1150.9033,         42"
"    5282,    1151.1220,         45"
"    5283,    1151.3408,         46"
"    5284,    1151.5595,         32"
"    5285,    1151.7782,         49"
"    5286,    1151.9969,         38"
"    5287,    1152.2156,         46"
"    5288,    1152.4343,         35"
"    5289,    1152.6530,         42"
"    5290,    1152.8718,         28"
"    5291,    1153.0905,         36"
"    5292,    1153.3092,         56"
"    5293,    1153.5279,         49"
"    5294,    1153.7466,         49"
"    5295,    1153.9653,         43"
"    5296,    1154.1841,         50"
"    5297,    1154.4028,         36"
"    5298,    1154.6215,         38"
"    5299,    1154.8402,         38"
"    5300,    1155.0589,         40"
"    5301,    1155.2776,         36"
"    5302,    1155.4964,         40"
"    5303,    1155.7151,         33"
"    5304,    1155.9338,         46"
"    5305,    1156.1525,         38"
"    5306,    1156.3712,         53"
"    5307,    1156.5899,         40"
"    5308,    1156.8086,         46"
"    5309,    1157.0274,         30"
"    5310,    1157.2461,         43"
"    5311,    1157.4648,         48"
"    5312,    1157.6835,         41"
"    5313,    1157.9022,         28"
"    5314,    1158.1209,         40"
"    5315,    1158.3397,         34"
"    5316,    1158.5584,         44"
"    5317,    1158.7771,         45"
"    5318,    1158.9958,         39"
"    5319,    1159.2145,         53"
"    5320,    1159.4332,         31"
"    5321,    1159.6520,         38"
"    5322,    1159.8707,         32"
"    5323,    1160.0894,         41"
"    5324,    1160.3081,         44"
"    5325,    1160.5268,         44"
"    5326,    1160.7455,         42"
"    5327,    1160.9643,         40"
"    5328,    1161.1830,         47"
"    5329,    1161.4017,         39"
"    5330,    1161.6204,         37"
"    5331,    1161.8391,         42"
"    5332,    1162.0578,         35"
"    5333,    1162.2765,         41"
"    5334,    1162.4953,         48"
"    5335,    1162.7140,         35"
"    5336,    1162.9327,         46"
"    5337,    1163.1514,         54"
"    5338,    1163.3701,         47"
"    5339,    1163.5888,         52"
"    5340,    1163.8076,         44"
"    5341,    1164.0263,         47"
"    5342,    1164.2450,         47"
"    5343,    1164.4637,         55"
"    5344,    1164.6824,         32"
"    5345,    1164.9011,         62"
"    5346,    1165.1199,         56"
"    5347,    1165.3386,         54"
"    5348,    1165.5573,         54"
"    5349,    1165.7760,         56"
"    5350,    1165.9947,         58"
"    5351,    1166.2134,         63"
"    5352,    1166.4321,         68"
"    5353,    1166.6509,         82"
"    5354,    1166.8696,         45"
"    5355,    1167.0883,         48"
"    5356,    1167.3070,         53"
"    5357,    1167.5257,         58"
"    5358,    1167.7444,         46"
"    5359,    1167.9632,         63"
"    5360,    1168.1819,         58"
"    5361,    1168.4006,         80"
"    5362,    1168.6193,         53"
"    5363,    1168.8380,         57"
"    5364,    1169.0567,         75"
"    5365,    1169.2755,         78"
"    5366,    1169.4942,         81"
"    5367,    1169.7129,        127"
"    5368,    1169.9316,        146"
"    5369,    1170.1503,        191"
"    5370,    1170.3690,        315"
"    5371,    1170.5877,        547"
"    5372,    1170.8065,        837"
"    5373,    1171.0252,       1225"
"    5374,    1171.2439,       1693"
"    5375,    1171.4626,       2123"
"    5376,    1171.6813,       2765"
"    5377,    1171.9000,       3091"
"    5378,    1172.1188,       3377"
"    5379,    1172.3375,       3396"
"    5380,    1172.5562,       3117"
"    5381,    1172.7749,       2748"
"    5382,    1172.9936,       2244"
"    5383,    1173.2123,       1737"
"    5384,    1173.4311,       1215"
"    5385,    1173.6498,        853"
"    5386,    1173.8685,        539"
"    5387,    1174.0872,        316"
"    5388,    1174.3059,        178"
"    5389,    1174.5246,         96"
"    5390,    1174.7433,         58"
"    5391,    1174.9621,         50"
"    5392,    1175.1808,         42"
