"   Channel,  Energy(keV),   Counts"
"    1630,     352.3719,         90"
"    1631,     352.5906,         79"
"    1632,     352.8093,         89"
"    1633,     353.0280,         85"
"    1634,     353.2467,         62"
"    1635,     353.4655,         66"
"    1636,     353.6842,         80"
"    1637,     353.9029,         76"
"    1638,     354.1216,         77"
"    1639,     354.3403,         86"
"    1640,     354.5590,         79"
"    1641,     354.7777,         92"
"    1642,     354.9965,         75"
"    1643,     355.2152,         69"
"    1644,     355.4339,         83"
"    1645,     355.6526,         70"
"    1646,     355.8713,         66"
"    1647,     356.0900,         83"
"    1648,     356.3088,         76"
"    1649,     356.5275,         68"
"    1650,     356.7462,         84"
"    1651,     356.9649,         77"
"    1652,     357.1836,         69"
"    1653,     357.4023,         79"
"    1654,     357.6211,         72"
"    1655,     357.8398,         84"
"    1656,     358.0585,         77"
"    1657,     358.2772,         81"
"    1658,     358.4959,         72"
"    1659,     358.7146,         73"
"    1660,     358.9334,         81"
"    1661,     359.1521,         85"
"    1662,     359.3708,         67"
"    1663,     359.5895,         80"
"    1664,     359.8082,         76"
"    1665,     360.0269,         77"
"    1666,     360.2456,         80"
"    1667,     360.4644,         95"
"    1668,     360.6831,         69"
"    1669,     360.9018,         56"
"    1670,     361.1205,         82"
"    1671,     361.3392,         81"
"    1672,     361.5579,         66"
"    1673,     361.7767,         69"
"    1674,     361.9954,         75"
"    1675,     362.2141,         80"
"    1676,     362.4328,         75"
"    1677,     362.6515,         86"
"    1678,     362.8702,         80"
"    1679,     363.0890,         88"
"    1680,     363.3077,         75"
"    1681,     363.5264,         83"
"    1682,     363.7451,         85"
"    1683,     363.9638,         96"
"    1684,     364.1825,         80"
"    1685,     364.4012,         75"
"    1686,     364.6200,         83"
"    1687,     364.8387,         75"
"    1688,     365.0574,         88"
"    1689,     365.2761,         80"
"    1690,     365.4948,         79"
"    1691,     365.7135,         82"
"    1692,     365.9323,         78"
"    1693,     366.1510,         74"
"    1694,     366.3697,         85"
"    1695,     366.5884,         78"
"    1696,     366.8071,         82"
"    1697,     367.0258,         79"
"    1698,     367.2446,         93"
"    1699,     367.4633,         84"
"    1700,     367.6820,         77"
"    1701,     367.9007,         93"
"    1702,     368.1194,         83"
"    1703,     368.3381,         69"
"    1704,     368.5568,         81"
"    1705,     368.7756,         74"
"    1706,     368.9943,         74"
"    1707,     369.2130,         68"
"    1708,     369.4317,         77"
"    1709,     369.6504,         80"
"    1710,     369.8691,         80"
"    1711,     370.0879,         83"
"    1712,     370.3066,         66"
"    1713,     370.5253,         59"
"    1714,     370.7440,         73"
"    1715,     370.9627,         63"
"    1716,     371.1814,         80"
"    1717,     371.4002,         61"
"    1718,     371.6189,         81"
"    1719,     371.8376,         59"
"    1720,     372.0563,         85"
"    1721,     372.2750,         77"
"    1722,     372.4937,         83"
"    1723,     372.7124,         81"
"    1724,     372.9312,         67"
"    1725,     373.1499,         63"
"    1726,     373.3686,         81"
"    1727,     373.5873,         60"
"    1728,     373.8060,         77"
"    1729,     374.0247,         74"
"    1730,     374.2435,         66"
"    1731,     374.4622,         76"
"    1732,     374.6809,         66"
"    1733,     374.8996,         62"
"    1734,     375.1183,         79"
"    1735,     375.3370,         82"
"    1736,     375.5558,         59"
"    1737,     375.7745,         83"
"    1738,     375.9932,         68"
"    1739,     376.2119,         60"
"    1740,     376.4306,         78"
"    1741,     376.6493,         83"
"    1742,     376.8680,         78"
"    1743,     377.0868,         68"
"    1744,     377.3055,         70"
"    1745,     377.5242,         71"
"    1746,     377.7429,         90"
"    1747,     377.9616,         81"
"    1748,     378.1803,         69"
"    1749,     378.3991,         80"
"    1750,     378.6178,         69"
"    1751,     378.8365,         89"
"    1752,     379.0552,         73"
"    1753,     379.2739,         57"
"    1754,     379.4926,         74"
"    1755,     379.7114,         67"
"    1756,     379.9301,         84"
"    1757,     380.1488,         70"
"    1758,     380.3675,         78"
"    1759,     380.5862,         82"
"    1760,     380.8049,         78"
"    1761,     381.0236,         74"
"    1762,     381.2424,         73"
"    1763,     381.4611,         84"
"    1764,     381.6798,         62"
"    1765,     381.8985,         86"
"    1766,     382.1172,         72"
"    1767,     382.3359,         76"
"    1768,     382.5547,         85"
"    1769,     382.7734,         61"
"    1770,     382.9921,         71"
"    1771,     383.2108,         91"
"    1772,     383.4295,         80"
"    1773,     383.6482,         85"
"    1774,     383.8670,         72"
"    1775,     384.0857,         74"
"    1776,     384.3044,         79"
"    1777,     384.5231,         68"
"    1778,     384.7418,         90"
"    1779,     384.9605,         63"
"    1780,     385.1792,         76"
"    1781,     385.3980,         68"
"    1782,     385.6167,         72"
"    1783,     385.8354,         73"
"    1784,     386.0541,         80"
"    1785,     386.2728,         75"
"    1786,     386.4915,         69"
"    1787,     386.7103,         86"
"    1788,     386.9290,         69"
"    1789,     387.1477,         78"
"    1790,     387.3664,         78"
"    1791,     387.5851,         70"
"    1792,     387.8038,         75"
"    1793,     388.0226,         50"
"    1794,     388.2413,         70"
"    1795,     388.4600,         74"
"    1796,     388.6787,         62"
"    1797,     388.8974,         57"
"    1798,     389.1161,         75"
"    1799,     389.3348,         57"
"    1800,     389.5536,         69"
"    1801,     389.7723,         91"
"    1802,     389.9910,         70"
"    1803,     390.2097,         62"
"    1804,     390.4284,         85"
"    1805,     390.6471,         77"
"    1806,     390.8659,         71"
"    1807,     391.0846,         90"
"    1808,     391.3033,         68"
"    1809,     391.5220,         59"
"    1810,     391.7407,         59"
"    1811,     391.9594,         70"
"    1812,     392.1782,         91"
"    1813,     392.3969,         78"
"    1814,     392.6156,         59"
"    1815,     392.8343,         74"
"    1816,     393.0530,         73"
"    1817,     393.2717,         69"
"    1818,     393.4904,         85"
"    1819,     393.7092,         56"
"    1820,     393.9279,         63"
"    1821,     394.1466,         74"
"    1822,     394.3653,         72"
"    1823,     394.5840,         65"
"    1824,     394.8027,         59"
"    1825,     395.0215,         65"
"    1826,     395.2402,         71"
"    1827,     395.4589,         68"
"    1828,     395.6776,         70"
"    1829,     395.8963,         71"
"    1830,     396.1150,         53"
"    1831,     396.3338,         75"
"    1832,     396.5525,         81"
"    1833,     396.7712,         84"
"    1834,     396.9899,         57"
"    1835,     397.2086,         65"
"    1836,     397.4273,         67"
"    1837,     397.6461,         63"
"    1838,     397.8648,         61"
"    1839,     398.0835,         51"
"    1840,     398.3022,         66"
"    1841,     398.5209,         68"
"    1842,     398.7396,         71"
"    1843,     398.9583,         82"
"    1844,     399.1771,         59"
"    1845,     399.3958,         82"
"    1846,     399.6145,         67"
"    1847,     399.8332,         63"
"    1848,     400.0519,         77"
"    1849,     400.2706,         64"
"    1850,     400.4894,         56"
"    1851,     400.7081,         81"
"    1852,     400.9268,         56"
"    1853,     401.1455,         71"
"    1854,     401.3642,         80"
"    1855,     401.5829,         90"
"    1856,     401.8017,         74"
"    1857,     402.0204,         65"
"    1858,     402.2391,         74"
"    1859,     402.4578,         66"
"    1860,     402.6765,         83"
"    1861,     402.8952,         71"
"    1862,     403.1139,         79"
"    1863,     403.3327,         65"
"    1864,     403.5514,         77"
"    1865,     403.7701,         77"
"    1866,     403.9888,         73"
"    1867,     404.2075,         69"
"    1868,     404.4262,         62"
"    1869,     404.6450,         55"
"    1870,     404.8637,         77"
"    1871,     405.0824,         72"
"    1872,     405.3011,         69"
"    1873,     405.5198,         60"
"    1874,     405.7385,         53"
"    1875,     405.9573,         80"
"    1876,     406.1760,         85"
"    1877,     406.3947,         67"
"    1878,     406.6134,         63"
"    1879,     406.8321,         74"
"    1880,     407.0508,         76"
"    1881,     407.2695,         79"
"    1882,     407.4883,         71"
"    1883,     407.7070,         91"
"    1884,     407.9257,         65"
"    1885,     408.1444,         88"
"    1886,     408.3631,         80"
"    1887,     408.5818,         71"
"    1888,     408.8006,         63"
"    1889,     409.0193,         74"
"    1890,     409.2380,         79"
"    1891,     409.4567,         86"
"    1892,     409.6754,         78"
"    1893,     409.8941,         63"
"    1894,     410.1129,         60"
"    1895,     410.3316,         71"
"    1896,     410.5503,         75"
"    1897,     410.7690,         62"
"    1898,     410.9877,         71"
"    1899,     411.2064,         70"
"    1900,     411.4251,         85"
"    1901,     411.6439,         76"
"    1902,     411.8626,         64"
"    1903,     412.0813,         64"
"    1904,     412.3000,         71"
"    1905,     412.5187,         68"
"    1906,     412.7374,         71"
"    1907,     412.9562,         76"
"    1908,     413.1749,         62"
"    1909,     413.3936,         60"
"    1910,     413.6123,         74"
"    1911,     413.8310,         71"
"    1912,     414.0497,         55"
"    1913,     414.2685,         75"
"    1914,     414.4872,         72"
"    1915,     414.7059,         80"
"    1916,     414.9246,         87"
"    1917,     415.1433,         69"
"    1918,     415.3620,         70"
"    1919,     415.5807,         78"
"    1920,     415.7995,         73"
"    1921,     416.0182,         66"
"    1922,     416.2369,         82"
"    1923,     416.4556,         63"
"    1924,     416.6743,         64"
"    1925,     416.8930,         76"
"    1926,     417.1118,         69"
"    1927,     417.3305,         69"
"    1928,     417.5492,         75"
"    1929,     417.7679,         68"
"    1930,     417.9866,         56"
"    1931,     418.2053,         76"
"    1932,     418.4241,         65"
"    1933,     418.6428,         77"
"    1934,     418.8615,         87"
"    1935,     419.0802,         82"
"    1936,     419.2989,         69"
"    1937,     419.5176,         81"
"    1938,     419.7363,         63"
"    1939,     419.9551,         79"
"    1940,     420.1738,         83"
"    1941,     420.3925,         75"
"    1942,     420.6112,         64"
"    1943,     420.8299,         68"
"    1944,     421.0486,         50"
"    1945,     421.2674,         72"
"    1946,     421.4861,         90"
"    1947,     421.7048,         65"
"    1948,     421.9235,         68"
"    1949,     422.1422,         73"
"    1950,     422.3609,         76"
"    1951,     422.5797,         81"
"    1952,     422.7984,         58"
"    1953,     423.0171,         78"
"    1954,     423.2358,         71"
"    1955,     423.4545,         69"
"    1956,     423.6732,         79"
"    1957,     423.8919,         74"
"    1958,     424.1107,         65"
"    1959,     424.3294,         79"
"    1960,     424.5481,         72"
"    1961,     424.7668,         74"
"    1962,     424.9855,         66"
"    1963,     425.2042,         76"
"    1964,     425.4230,         74"
"    1965,     425.6417,         64"
"    1966,     425.8604,         69"
"    1967,     426.0791,         76"
"    1968,     426.2978,         59"
"    1969,     426.5165,         72"
"    1970,     426.7353,         61"
"    1971,     426.9540,         81"
"    1972,     427.1727,         73"
"    1973,     427.3914,         64"
"    1974,     427.6101,         67"
"    1975,     427.8288,         69"
"    1976,     428.0475,         61"
"    1977,     428.2663,         56"
"    1978,     428.4850,         59"
"    1979,     428.7037,         70"
"    1980,     428.9224,         86"
"    1981,     429.1411,         79"
"    1982,     429.3598,         62"
"    1983,     429.5786,         76"
"    1984,     429.7973,         51"
"    1985,     430.0160,         66"
"    1986,     430.2347,         59"
"    1987,     430.4534,         72"
"    1988,     430.6721,         71"
"    1989,     430.8909,         82"
"    1990,     431.1096,         72"
"    1991,     431.3283,         69"
"    1992,     431.5470,         63"
"    1993,     431.7657,         88"
"    1994,     431.9844,         68"
"    1995,     432.2031,         86"
"    1996,     432.4219,         77"
"    1997,     432.6406,         68"
"    1998,     432.8593,         87"
"    1999,     433.0780,         92"
"    2000,     433.2967,         69"
"    2001,     433.5154,         72"
"    2002,     433.7342,         73"
"    2003,     433.9529,         88"
"    2004,     434.1716,         74"
"    2005,     434.3903,         71"
"    2006,     434.6090,         72"
"    2007,     434.8277,         65"
"    2008,     435.0465,         83"
"    2009,     435.2652,         79"
"    2010,     435.4839,         69"
"    2011,     435.7026,         66"
"    2012,     435.9213,         63"
"    2013,     436.1400,         69"
"    2014,     436.3587,         76"
"    2015,     436.5775,         80"
"    2016,     436.7962,         60"
"    2017,     437.0149,         75"
"    2018,     437.2336,         62"
"    2019,     437.4523,         68"
"    2020,     437.6710,         72"
"    2021,     437.8898,         91"
"    2022,     438.1085,         73"
"    2023,     438.3272,         89"
"    2024,     438.5459,         76"
"    2025,     438.7646,         66"
"    2026,     438.9833,         72"
"    2027,     439.2021,         61"
"    2028,     439.4208,         65"
"    2029,     439.6395,         73"
"    2030,     439.8582,         73"
"    2031,     440.0769,         67"
"    2032,     440.2956,         66"
"    2033,     440.5144,         75"
"    2034,     440.7331,         76"
"    2035,     440.9518,         87"
"    2036,     441.1705,         53"
"    2037,     441.3892,         60"
"    2038,     441.6079,         52"
"    2039,     441.8266,         57"
"    2040,     442.0454,         81"
"    2041,     442.2641,         68"
"    2042,     442.4828,         76"
"    2043,     442.7015,         87"
"    2044,     442.9202,         52"
"    2045,     443.1389,         70"
"    2046,     443.3577,         76"
"    2047,     443.5764,         78"
"    2048,     443.7951,         61"
"    2049,     444.0138,         82"
"    2050,     444.2325,         80"
"    2051,     444.4512,         58"
"    2052,     444.6700,         69"
"    2053,     444.8887,         72"
"    2054,     445.1074,         79"
"    2055,     445.3261,         71"
"    2056,     445.5448,         61"
"    2057,     445.7635,         80"
"    2058,     445.9822,         59"
"    2059,     446.2010,         64"
"    2060,     446.4197,         73"
"    2061,     446.6384,         83"
"    2062,     446.8571,         76"
"    2063,     447.0758,         76"
"    2064,     447.2945,         67"
"    2065,     447.5133,         67"
"    2066,     447.7320,         66"
"    2067,     447.9507,         64"
"    2068,     448.1694,         66"
"    2069,     448.3881,         68"
"    2070,     448.6068,         66"
"    2071,     448.8256,         56"
"    2072,     449.0443,         72"
"    2073,     449.2630,         73"
"    2074,     449.4817,         58"
"    2075,     449.7004,         69"
"    2076,     449.9191,         78"
"    2077,     450.1378,         69"
"    2078,     450.3566,         56"
"    2079,     450.5753,         54"
"    2080,     450.7940,         76"
"    2081,     451.0127,         62"
"    2082,     451.2314,         54"
"    2083,     451.4501,         56"
"    2084,     451.6689,         52"
"    2085,     451.8876,         97"
"    2086,     452.1063,         90"
"    2087,     452.3250,         82"
"    2088,     452.5437,         60"
"    2089,     452.7624,         85"
"    2090,     452.9812,         59"
"    2091,     453.1999,         71"
"    2092,     453.4186,         67"
"    2093,     453.6373,         77"
"    2094,     453.8560,         71"
"    2095,     454.0747,         53"
"    2096,     454.2934,         76"
"    2097,     454.5122,         66"
"    2098,     454.7309,         72"
"    2099,     454.9496,         69"
"    2100,     455.1683,         71"
"    2101,     455.3870,         54"
"    2102,     455.6057,         50"
"    2103,     455.8245,         67"
"    2104,     456.0432,         72"
"    2105,     456.2619,         69"
"    2106,     456.4806,         72"
"    2107,     456.6993,         69"
"    2108,     456.9180,         64"
"    2109,     457.1368,         68"
"    2110,     457.3555,         59"
"    2111,     457.5742,         61"
"    2112,     457.7929,         66"
"    2113,     458.0116,         57"
"    2114,     458.2303,         63"
"    2115,     458.4490,         62"
"    2116,     458.6678,         75"
"    2117,     458.8865,         69"
"    2118,     459.1052,         65"
"    2119,     459.3239,         64"
"    2120,     459.5426,         61"
"    2121,     459.7613,         70"
"    2122,     459.9801,         68"
"    2123,     460.1988,         67"
"    2124,     460.4175,         62"
"    2125,     460.6362,         69"
"    2126,     460.8549,         72"
"    2127,     461.0736,         60"
"    2128,     461.2924,         65"
"    2129,     461.5111,         66"
"    2130,     461.7298,         67"
"    2131,     461.9485,         76"
"    2132,     462.1672,         78"
"    2133,     462.3859,         57"
"    2134,     462.6046,         80"
"    2135,     462.8234,         53"
"    2136,     463.0421,         68"
"    2137,     463.2608,         91"
"    2138,     463.4795,         77"
"    2139,     463.6982,         69"
"    2140,     463.9169,         58"
"    2141,     464.1357,         81"
"    2142,     464.3544,         59"
"    2143,     464.5731,         63"
"    2144,     464.7918,         72"
"    2145,     465.0105,         62"
"    2146,     465.2292,         67"
"    2147,     465.4480,         70"
"    2148,     465.6667,         61"
"    2149,     465.8854,         54"
"    2150,     466.1041,         58"
"    2151,     466.3228,         64"
"    2152,     466.5415,         71"
"    2153,     466.7602,         70"
"    2154,     466.9790,         68"
"    2155,     467.1977,         59"
"    2156,     467.4164,         69"
"    2157,     467.6351,         67"
"    2158,     467.8538,         76"
"    2159,     468.0725,         69"
"    2160,     468.2913,         64"
"    2161,     468.5100,         55"
"    2162,     468.7287,         54"
"    2163,     468.9474,         70"
"    2164,     469.1661,         74"
"    2165,     469.3848,         65"
"    2166,     469.6036,         77"
"    2167,     469.8223,         83"
"    2168,     470.0410,         57"
"    2169,     470.2597,         64"
"    2170,     470.4784,         72"
"    2171,     470.6971,         63"
"    2172,     470.9158,         63"
"    2173,     471.1346,         63"
"    2174,     471.3533,         65"
"    2175,     471.5720,         60"
"    2176,     471.7907,         59"
"    2177,     472.0094,         63"
"    2178,     472.2281,         82"
"    2179,     472.4469,         70"
"    2180,     472.6656,         77"
"    2181,     472.8843,         66"
"    2182,     473.1030,         62"
"    2183,     473.3217,         72"
"    2184,     473.5404,         74"
"    2185,     473.7592,         73"
"    2186,     473.9779,         75"
"    2187,     474.1966,         70"
"    2188,     474.4153,         69"
"    2189,     474.6340,         68"
"    2190,     474.8527,         65"
"    2191,     475.0714,         56"
"    2192,     475.2902,         52"
"    2193,     475.5089,         61"
"    2194,     475.7276,         58"
"    2195,     475.9463,         65"
"    2196,     476.1650,         68"
"    2197,     476.3837,         71"
"    2198,     476.6025,         71"
"    2199,     476.8212,         69"
"    2200,     477.0399,         58"
"    2201,     477.2586,         74"
"    2202,     477.4773,         73"
"    2203,     477.6960,         62"
"    2204,     477.9148,         59"
"    2205,     478.1335,         67"
"    2206,     478.3522,         83"
"    2207,     478.5709,         49"
"    2208,     478.7896,         57"
"    2209,     479.0083,         76"
"    2210,     479.2270,         68"
"    2211,     479.4458,         70"
"    2212,     479.6645,         60"
"    2213,     479.8832,         54"
"    2214,     480.1019,         65"
"    2215,     480.3206,         59"
"    2216,     480.5393,         68"
"    2217,     480.7581,         60"
"    2218,     480.9768,         53"
"    2219,     481.1955,         73"
"    2220,     481.4142,         70"
"    2221,     481.6329,         73"
"    2222,     481.8516,         64"
"    2223,     482.0704,         76"
"    2224,     482.2891,         68"
"    2225,     482.5078,         74"
"    2226,     482.7265,         61"
"    2227,     482.9452,         69"
"    2228,     483.1639,         70"
"    2229,     483.3827,         73"
"    2230,     483.6014,         56"
"    2231,     483.8201,         67"
"    2232,     484.0388,         75"
"    2233,     484.2575,         59"
"    2234,     484.4762,         65"
"    2235,     484.6949,         71"
"    2236,     484.9137,         68"
"    2237,     485.1324,         68"
"    2238,     485.3511,         68"
"    2239,     485.5698,         60"
"    2240,     485.7885,         60"
"    2241,     486.0072,         53"
"    2242,     486.2260,         74"
"    2243,     486.4447,         61"
"    2244,     486.6634,         66"
"    2245,     486.8821,         66"
"    2246,     487.1008,         59"
"    2247,     487.3195,         71"
"    2248,     487.5383,         51"
"    2249,     487.7570,         70"
"    2250,     487.9757,         80"
"    2251,     488.1944,         75"
"    2252,     488.4131,         58"
"    2253,     488.6318,         56"
"    2254,     488.8505,         82"
"    2255,     489.0693,         71"
"    2256,     489.2880,         69"
"    2257,     489.5067,         70"
"    2258,     489.7254,         61"
"    2259,     489.9441,         84"
"    2260,     490.1628,         65"
"    2261,     490.3816,         61"
"    2262,     490.6003,         58"
"    2263,     490.8190,         65"
"    2264,     491.0377,         73"
"    2265,     491.2564,         73"
"    2266,     491.4751,         68"
"    2267,     491.6939,         57"
"    2268,     491.9126,         52"
"    2269,     492.1313,         58"
"    2270,     492.3500,         77"
"    2271,     492.5687,         81"
"    2272,     492.7874,         69"
"    2273,     493.0061,         74"
"    2274,     493.2249,         72"
"    2275,     493.4436,         77"
"    2276,     493.6623,         55"
"    2277,     493.8810,         65"
"    2278,     494.0997,         48"
"    2279,     494.3184,         70"
"    2280,     494.5372,         68"
"    2281,     494.7559,         79"
"    2282,     494.9746,         51"
"    2283,     495.1933,         69"
"    2284,     495.4120,         59"
"    2285,     495.6307,         62"
"    2286,     495.8495,         68"
"    2287,     496.0682,         70"
"    2288,     496.2869,         74"
"    2289,     496.5056,         57"
"    2290,     496.7243,         62"
"    2291,     496.9430,         59"
"    2292,     497.1617,         72"
"    2293,     497.3805,         82"
"    2294,     497.5992,         59"
"    2295,     497.8179,         68"
"    2296,     498.0366,         74"
"    2297,     498.2553,         78"
"    2298,     498.4740,         81"
"    2299,     498.6928,         68"
"    2300,     498.9115,         70"
"    2301,     499.1302,         54"
"    2302,     499.3489,         73"
"    2303,     499.5676,         65"
"    2304,     499.7863,         68"
"    2305,     500.0051,         63"
"    2306,     500.2238,         54"
"    2307,     500.4425,         66"
"    2308,     500.6612,         67"
"    2309,     500.8799,         67"
"    2310,     501.0986,         61"
"    2311,     501.3173,         64"
"    2312,     501.5361,         66"
"    2313,     501.7548,         52"
"    2314,     501.9735,         75"
"    2315,     502.1922,         69"
"    2316,     502.4109,         69"
"    2317,     502.6296,         64"
"    2318,     502.8484,         79"
"    2319,     503.0671,         68"
"    2320,     503.2858,         83"
"    2321,     503.5045,         70"
"    2322,     503.7232,         95"
"    2323,     503.9419,         93"
"    2324,     504.1607,        105"
"    2325,     504.3794,         83"
"    2326,     504.5981,        116"
"    2327,     504.8168,        118"
"    2328,     505.0355,        103"
"    2329,     505.2542,        152"
"    2330,     505.4729,        139"
"    2331,     505.6917,        144"
"    2332,     505.9104,        147"
"    2333,     506.1291,        157"
"    2334,     506.3478,        146"
"    2335,     506.5665,        139"
"    2336,     506.7852,        112"
"    2337,     507.0040,        121"
"    2338,     507.2227,        119"
"    2339,     507.4414,         90"
"    2340,     507.6601,         99"
"    2341,     507.8788,         88"
"    2342,     508.0975,         76"
"    2343,     508.3163,         78"
"    2344,     508.5350,         77"
"    2345,     508.7537,         85"
"    2346,     508.9724,         72"
"    2347,     509.1911,         63"
"    2348,     509.4098,         93"
"    2349,     509.6285,         60"
"    2350,     509.8473,         53"
"    2351,     510.0660,         76"
"    2352,     510.2847,         54"
"    2353,     510.5034,         56"
"    2354,     510.7221,         72"
"    2355,     510.9408,         69"
"    2356,     511.1596,         81"
"    2357,     511.3783,         48"
"    2358,     511.5970,         61"
"    2359,     511.8157,         79"
"    2360,     512.0344,         61"
"    2361,     512.2531,         62"
"    2362,     512.4719,         59"
"    2363,     512.6906,         57"
"    2364,     512.9093,         62"
"    2365,     513.1280,         67"
"    2366,     513.3467,         62"
"    2367,     513.5654,         62"
"    2368,     513.7841,         59"
"    2369,     514.0029,         54"
"    2370,     514.2216,         60"
"    2371,     514.4403,         57"
"    2372,     514.6590,         57"
"    2373,     514.8777,         80"
"    2374,     515.0964,         77"
"    2375,     515.3152,         86"
"    2376,     515.5339,         68"
"    2377,     515.7526,         65"
"    2378,     515.9713,         68"
"    2379,     516.1900,         66"
"    2380,     516.4087,         70"
"    2381,     516.6275,         64"
"    2382,     516.8462,         63"
"    2383,     517.0649,         65"
"    2384,     517.2836,         67"
"    2385,     517.5023,         70"
"    2386,     517.7210,         64"
"    2387,     517.9397,         63"
"    2388,     518.1585,         70"
"    2389,     518.3772,         51"
"    2390,     518.5959,         49"
"    2391,     518.8146,         55"
"    2392,     519.0333,         70"
"    2393,     519.2520,         56"
"    2394,     519.4708,         69"
"    2395,     519.6895,         76"
"    2396,     519.9082,         51"
"    2397,     520.1269,         64"
"    2398,     520.3456,         70"
"    2399,     520.5643,         68"
"    2400,     520.7831,         64"
"    2401,     521.0018,         63"
"    2402,     521.2205,         63"
"    2403,     521.4392,         78"
"    2404,     521.6579,         57"
"    2405,     521.8766,         72"
"    2406,     522.0953,         63"
"    2407,     522.3141,         64"
"    2408,     522.5328,         88"
"    2409,     522.7515,         74"
"    2410,     522.9702,         70"
"    2411,     523.1889,         76"
"    2412,     523.4076,         60"
"    2413,     523.6264,         58"
"    2414,     523.8451,         63"
"    2415,     524.0638,         78"
"    2416,     524.2825,         67"
"    2417,     524.5012,         78"
"    2418,     524.7199,         67"
"    2419,     524.9387,         60"
"    2420,     525.1574,         64"
"    2421,     525.3761,         60"
"    2422,     525.5948,         82"
"    2423,     525.8135,         72"
"    2424,     526.0322,         55"
"    2425,     526.2510,         63"
"    2426,     526.4697,         78"
"    2427,     526.6884,         52"
"    2428,     526.9071,         75"
"    2429,     527.1258,         65"
"    2430,     527.3445,         71"
"    2431,     527.5632,         56"
"    2432,     527.7820,         62"
"    2433,     528.0007,         56"
"    2434,     528.2194,         50"
"    2435,     528.4381,         55"
"    2436,     528.6568,         59"
"    2437,     528.8755,         76"
"    2438,     529.0943,         52"
"    2439,     529.3130,         55"
"    2440,     529.5317,         60"
"    2441,     529.7504,         55"
"    2442,     529.9691,         83"
"    2443,     530.1878,         75"
"    2444,     530.4066,         61"
"    2445,     530.6253,         53"
"    2446,     530.8440,         58"
"    2447,     531.0627,         72"
"    2448,     531.2814,         66"
"    2449,     531.5001,         65"
"    2450,     531.7188,         63"
"    2451,     531.9376,         75"
"    2452,     532.1563,         61"
"    2453,     532.3750,         60"
"    2454,     532.5937,         62"
"    2455,     532.8124,         61"
"    2456,     533.0311,         67"
"    2457,     533.2499,         60"
"    2458,     533.4686,         70"
"    2459,     533.6873,         67"
"    2460,     533.9060,         82"
"    2461,     534.1247,         65"
"    2462,     534.3434,         50"
"    2463,     534.5622,         65"
"    2464,     534.7809,         54"
"    2465,     534.9996,         62"
"    2466,     535.2183,         76"
"    2467,     535.4370,         65"
"    2468,     535.6557,         66"
"    2469,     535.8744,         59"
"    2470,     536.0932,         70"
"    2471,     536.3119,         58"
"    2472,     536.5306,         64"
"    2473,     536.7493,         67"
"    2474,     536.9680,         51"
"    2475,     537.1867,         58"
"    2476,     537.4055,         52"
"    2477,     537.6242,         64"
"    2478,     537.8429,         76"
"    2479,     538.0616,         64"
"    2480,     538.2803,         68"
"    2481,     538.4990,         55"
"    2482,     538.7178,         70"
"    2483,     538.9365,         60"
"    2484,     539.1552,         74"
"    2485,     539.3739,         68"
"    2486,     539.5926,         65"
"    2487,     539.8113,         63"
"    2488,     540.0300,         51"
"    2489,     540.2488,         72"
"    2490,     540.4675,         55"
"    2491,     540.6862,         75"
"    2492,     540.9049,         69"
"    2493,     541.1236,         77"
"    2494,     541.3423,         63"
"    2495,     541.5611,         63"
"    2496,     541.7798,         58"
"    2497,     541.9985,         83"
"    2498,     542.2172,         60"
"    2499,     542.4359,         83"
"    2500,     542.6546,         62"
"    2501,     542.8734,         63"
"    2502,     543.0921,         67"
"    2503,     543.3108,         59"
"    2504,     543.5295,         55"
"    2505,     543.7482,         70"
"    2506,     543.9669,         71"
"    2507,     544.1856,         81"
"    2508,     544.4044,         66"
"    2509,     544.6231,         69"
"    2510,     544.8418,         72"
"    2511,     545.0605,         53"
"    2512,     545.2792,         69"
"    2513,     545.4979,         62"
"    2514,     545.7167,         84"
"    2515,     545.9354,         75"
"    2516,     546.1541,         70"
"    2517,     546.3728,         66"
"    2518,     546.5915,         66"
"    2519,     546.8102,         64"
"    2520,     547.0290,         55"
"    2521,     547.2477,         70"
"    2522,     547.4664,         61"
"    2523,     547.6851,         75"
"    2524,     547.9038,         57"
"    2525,     548.1225,         49"
"    2526,     548.3412,         83"
"    2527,     548.5600,         65"
"    2528,     548.7787,         39"
"    2529,     548.9974,         52"
"    2530,     549.2161,         67"
"    2531,     549.4348,         67"
"    2532,     549.6535,         71"
"    2533,     549.8723,         76"
"    2534,     550.0910,         75"
"    2535,     550.3097,         70"
"    2536,     550.5284,         70"
"    2537,     550.7471,         74"
"    2538,     550.9658,         62"
"    2539,     551.1846,         59"
"    2540,     551.4033,         67"
"    2541,     551.6220,         70"
"    2542,     551.8407,         64"
"    2543,     552.0594,         56"
"    2544,     552.2781,         58"
"    2545,     552.4968,         70"
"    2546,     552.7156,         83"
"    2547,     552.9343,         70"
"    2548,     553.1530,         60"
"    2549,     553.3717,         54"
"    2550,     553.5904,         66"
"    2551,     553.8091,         65"
"    2552,     554.0279,         63"
"    2553,     554.2466,         75"
"    2554,     554.4653,         56"
"    2555,     554.6840,         57"
"    2556,     554.9027,         51"
"    2557,     555.1214,         73"
"    2558,     555.3402,         65"
"    2559,     555.5589,         78"
"    2560,     555.7776,         59"
"    2561,     555.9963,         73"
