Channel,Energy,Counts
    1023,     219.6114,         11
    1024,     219.8301,         15
    1025,     220.0488,         13
    1026,     220.2675,         17
    1027,     220.4862,         19
    1028,     220.7050,         17
    1029,     220.9237,         17
    1030,     221.1424,         15
    1031,     221.3611,         24
    1032,     221.5798,         15
    1033,     221.7985,         17
    1034,     222.0172,         16
    1035,     222.2360,         17
    1036,     222.4547,         11
    1037,     222.6734,         14
    1038,     222.8921,          8
    1039,     223.1108,         17
    1040,     223.3295,         18
    1041,     223.5483,         13
    1042,     223.7670,         24
    1043,     223.9857,         16
    1044,     224.2044,          7
    1045,     224.4231,         13
    1046,     224.6418,         20
    1047,     224.8606,         20
    1048,     225.0793,         14
    1049,     225.2980,         10
    1050,     225.5167,         12
    1051,     225.7354,         15
    1052,     225.9541,         13
    1053,     226.1728,         15
    1054,     226.3916,         10
    1055,     226.6103,         21
    1056,     226.8290,         12
    1057,     227.0477,         12
    1058,     227.2664,         10
    1059,     227.4851,         11
    1060,     227.7039,         16
    1061,     227.9226,         12
    1062,     228.1413,          4
    1063,     228.3600,         20
    1064,     228.5787,         17
    1065,     228.7974,         18
    1066,     229.0162,         17
    1067,     229.2349,         17
    1068,     229.4536,         16
    1069,     229.6723,         14
    1070,     229.8910,         14
    1071,     230.1097,         16
    1072,     230.3285,         15
    1073,     230.5472,         12
    1074,     230.7659,         14
    1075,     230.9846,         17
    1076,     231.2033,         12
    1077,     231.4220,         23
    1078,     231.6407,         21
    1079,     231.8595,         18
    1080,     232.0782,         15
    1081,     232.2969,         21
    1082,     232.5156,         16
    1083,     232.7343,         25
    1084,     232.9530,         12
    1085,     233.1718,         13
    1086,     233.3905,         19
    1087,     233.6092,         12
    1088,     233.8279,         15
    1089,     234.0466,         21
    1090,     234.2653,         18
    1091,     234.4841,         12
    1092,     234.7028,         14
    1093,     234.9215,         24
    1094,     235.1402,         15
    1095,     235.3589,         19
    1096,     235.5776,         12
    1097,     235.7963,         15
    1098,     236.0151,         12
    1099,     236.2338,         20
    1100,     236.4525,         18
    1101,     236.6712,         16
    1102,     236.8899,         13
    1103,     237.1086,         15
    1104,     237.3274,         15
    1105,     237.5461,         18
    1106,     237.7648,         25
    1107,     237.9835,         20
    1108,     238.2022,         14
    1109,     238.4209,         10
    1110,     238.6397,         18
    1111,     238.8584,         20
    1112,     239.0771,         17
    1113,     239.2958,         11
    1114,     239.5145,         13
    1115,     239.7332,         24
    1116,     239.9519,          9
    1117,     240.1707,         18
    1118,     240.3894,         21
    1119,     240.6081,         13
    1120,     240.8268,         15
    1121,     241.0455,         11
    1122,     241.2642,          7
    1123,     241.4830,         11
    1124,     241.7017,         14
    1125,     241.9204,         13
    1126,     242.1391,         15
    1127,     242.3578,         19
    1128,     242.5765,         16
    1129,     242.7953,         18
    1130,     243.0140,          9
    1131,     243.2327,         13
    1132,     243.4514,          9
    1133,     243.6701,         16
    1134,     243.8888,         20
    1135,     244.1075,         14
    1136,     244.3263,         16
    1137,     244.5450,         12
    1138,     244.7637,         12
    1139,     244.9824,         18
    1140,     245.2011,         12
    1141,     245.4198,         17
    1142,     245.6386,         12
    1143,     245.8573,         17
    1144,     246.0760,         14
    1145,     246.2947,         14
