Channel,Energy,Counts
       576,     121.8454,        462  
       577,     122.0641,        432  
       578,     122.2828,        444  
       579,     122.5016,        461  
       580,     122.7203,        425  
       581,     122.9390,        437  
       582,     123.1577,        435  
       583,     123.3764,        463  
       584,     123.5951,        448  
       585,     123.8138,        424  
       586,     124.0326,        415  
       587,     124.2513,        482  
       588,     124.4700,        464  
       589,     124.6887,        444  
       590,     124.9074,        427  
       591,     125.1261,        457  
       592,     125.3449,        444  
       593,     125.5636,        456  
       594,     125.7823,        478  
       595,     126.0010,        445  
       596,     126.2197,        456  
       597,     126.4384,        439  
       598,     126.6572,        437  
       599,     126.8759,        455  
       600,     127.0946,        446  
       601,     127.3133,        465  
       602,     127.5320,        435  
       603,     127.7507,        451  
       604,     127.9694,        427  
       605,     128.1882,        432  
       606,     128.4069,        441  
       607,     128.6256,        434  
       608,     128.8443,        394  
       609,     129.0630,        435  
       610,     129.2817,        477  
       611,     129.5005,        452  
       612,     129.7192,        493  
       613,     129.9379,        471  
       614,     130.1566,        431  
       615,     130.3753,        467  
       616,     130.5940,        458  
       617,     130.8128,        455  
       618,     131.0315,        445  
       619,     131.2502,        442  
       620,     131.4689,        442  
       621,     131.6876,        451  
       622,     131.9063,        474  
       623,     132.1250,        443  
       624,     132.3438,        456  
       625,     132.5625,        450  
       626,     132.7812,        465  
       627,     132.9999,        495  
       628,     133.2186,        413  
       629,     133.4373,        457  
       630,     133.6561,        431  
       631,     133.8748,        408  
       632,     134.0935,        450  
       633,     134.3122,        440  
       634,     134.5309,        470  
       635,     134.7496,        422  
       636,     134.9684,        419  
       637,     135.1871,        413  
       638,     135.4058,        434  
       639,     135.6245,        413  
       640,     135.8432,        436  
       641,     136.0619,        454  
       642,     136.2806,        447  
       643,     136.4994,        443  
       644,     136.7181,        444  
       645,     136.9368,        501  
       646,     137.1555,        437  
       647,     137.3742,        418  
       648,     137.5929,        468  
       649,     137.8117,        469  
       650,     138.0304,        418  
       651,     138.2491,        448  
       652,     138.4678,        433  
       653,     138.6865,        438  
       654,     138.9052,        420  
       655,     139.1240,        492  
       656,     139.3427,        454  
       657,     139.5614,        466  
       658,     139.7801,        418  
       659,     139.9988,        433  
       660,     140.2175,        440  
       661,     140.4362,        472  
       662,     140.6550,        438  
       663,     140.8737,        446  
       664,     141.0924,        469  
       665,     141.3111,        461  
       666,     141.5298,        406  
       667,     141.7485,        425  
       668,     141.9673,        476  
       669,     142.1860,        448  
       670,     142.4047,        443  
       671,     142.6234,        456  
       672,     142.8421,        421  
       673,     143.0608,        455  
       674,     143.2796,        432  
       675,     143.4983,        485  
       676,     143.7170,        463  
       677,     143.9357,        451  
       678,     144.1544,        451  
       679,     144.3731,        429  
       680,     144.5919,        447  
       681,     144.8106,        430  
       682,     145.0293,        468  
       683,     145.2480,        429  
       684,     145.4667,        453  
       685,     145.6854,        414  
       686,     145.9041,        439  
       687,     146.1229,        464  
       688,     146.3416,        474  
       689,     146.5603,        422  
       690,     146.7790,        469  
       691,     146.9977,        460  
       692,     147.2164,        453  
       693,     147.4352,        466  
       694,     147.6539,        449  
       695,     147.8726,        436  
       696,     148.0913,        462  
       697,     148.3100,        413  
       698,     148.5287,        445  
       699,     148.7475,        438  
       700,     148.9662,        426  
       701,     149.1849,        440  
       702,     149.4036,        452  
       703,     149.6223,        458  
       704,     149.8410,        469  
       705,     150.0597,        486  
       706,     150.2785,        443  
       707,     150.4972,        443  
       708,     150.7159,        450  
       709,     150.9346,        483  
       710,     151.1533,        473  
       711,     151.3720,        442  
       712,     151.5908,        491  
       713,     151.8095,        468  
       714,     152.0282,        439  
       715,     152.2469,        479  
       716,     152.4656,        453  
       717,     152.6843,        408  
       718,     152.9031,        432  
       719,     153.1218,        454  
       720,     153.3405,        442  
       721,     153.5592,        462  
       722,     153.7779,        455  
       723,     153.9966,        465  
       724,     154.2153,        482  
       725,     154.4341,        458  
       726,     154.6528,        454  
       727,     154.8715,        440  
       728,     155.0902,        495  
       729,     155.3089,        434  
       730,     155.5276,        480  
       731,     155.7464,        456  
       732,     155.9651,        430  
       733,     156.1838,        502  
       734,     156.4025,        426  
       735,     156.6212,        456  
       736,     156.8399,        482  
       737,     157.0587,        456  
       738,     157.2774,        468  
       739,     157.4961,        489  
       740,     157.7148,        460  
       741,     157.9335,        486  
       742,     158.1522,        476  
       743,     158.3709,        463  
       744,     158.5897,        436  
       745,     158.8084,        496  
       746,     159.0271,        481  
       747,     159.2458,        463  
       748,     159.4645,        450  
       749,     159.6832,        435  
       750,     159.9020,        429  
       751,     160.1207,        473  
       752,     160.3394,        459  
       753,     160.5581,        427  
       754,     160.7768,        512  
       755,     160.9955,        526  
       756,     161.2143,        457  
       757,     161.4330,        472  
       758,     161.6517,        487  
       759,     161.8704,        514  
       760,     162.0891,        465  
       761,     162.3078,        473  
       762,     162.5265,        517  
       763,     162.7453,        504  
       764,     162.9640,        486  
       765,     163.1827,        507  
       766,     163.4014,        541  
       767,     163.6201,        528  
       768,     163.8388,        507  
       769,     164.0576,        527  
       770,     164.2763,        518  
       771,     164.4950,        538  
       772,     164.7137,        536  
       773,     164.9324,        533  
       774,     165.1511,        533  
       775,     165.3699,        509  
       776,     165.5886,        512  
       777,     165.8073,        501  
       778,     166.0260,        564  
       779,     166.2447,        516  
       780,     166.4634,        512  
       781,     166.6821,        537  
       782,     166.9009,        525  
       783,     167.1196,        502  
       784,     167.3383,        528  
       785,     167.5570,        503  
       786,     167.7757,        498  
       787,     167.9944,        530  
       788,     168.2132,        528  
       789,     168.4319,        515  
       790,     168.6506,        553  
       791,     168.8693,        556  
       792,     169.0880,        560  
       793,     169.3067,        528  
       794,     169.5255,        564  
       795,     169.7442,        534  
       796,     169.9629,        568  
       797,     170.1816,        546  
       798,     170.4003,        522  
       799,     170.6190,        498  
       800,     170.8377,        533  
       801,     171.0565,        584  
       802,     171.2752,        564  
       803,     171.4939,        549  
       804,     171.7126,        588  
       805,     171.9313,        537  
       806,     172.1500,        560  
       807,     172.3688,        492  
       808,     172.5875,        532  
       809,     172.8062,        537  
       810,     173.0249,        597  
       811,     173.2436,        537  
       812,     173.4623,        563  
       813,     173.6811,        560  
       814,     173.8998,        611  
       815,     174.1185,        585  
       816,     174.3372,        532  
       817,     174.5559,        594  
       818,     174.7746,        534  
       819,     174.9933,        530  
       820,     175.2121,        561  
       821,     175.4308,        562  
       822,     175.6495,        528  
       823,     175.8682,        553  
       824,     176.0869,        525  
       825,     176.3056,        608  
       826,     176.5244,        578  
       827,     176.7431,        557  
       828,     176.9618,        511  
       829,     177.1805,        508  
       830,     177.3992,        557  
       831,     177.6179,        549  
       832,     177.8367,        565  
       833,     178.0554,        608  
       834,     178.2741,        556  
       835,     178.4928,        551  
       836,     178.7115,        530  
       837,     178.9302,        571  
       838,     179.1489,        546  
       839,     179.3677,        535  
       840,     179.5864,        559  
       841,     179.8051,        555  
       842,     180.0238,        532  
       843,     180.2425,        561  
       844,     180.4612,        554  
       845,     180.6800,        578  
       846,     180.8987,        545  
       847,     181.1174,        547  
       848,     181.3361,        584  
       849,     181.5548,        551  
       850,     181.7735,        540  
       851,     181.9923,        572  
       852,     182.2110,        510  
       853,     182.4297,        533  
       854,     182.6484,        537  
       855,     182.8671,        525  
       856,     183.0858,        561  
       857,     183.3045,        561  
       858,     183.5233,        517  
       859,     183.7420,        610  
       860,     183.9607,        595  
       861,     184.1794,        569  
       862,     184.3981,        557  
       863,     184.6168,        553  
       864,     184.8356,        562  
       865,     185.0543,        557  
       866,     185.2730,        601  
       867,     185.4917,        544  
       868,     185.7104,        584  
       869,     185.9291,        520  
       870,     186.1479,        529  
       871,     186.3666,        524  
       872,     186.5853,        567  
       873,     186.8040,        520  
       874,     187.0227,        529  
       875,     187.2414,        526  
       876,     187.4602,        558  
