Channel,Energy,Counts
     720,     153.3405,         16
     721,     153.5592,         11
     722,     153.7779,          8
     723,     153.9966,         13
     724,     154.2153,          8
     725,     154.4341,         11
     726,     154.6528,          9
     727,     154.8715,         11
     728,     155.0902,         11
     729,     155.3089,         12
     730,     155.5276,         10
     731,     155.7464,         14
     732,     155.9651,          8
     733,     156.1838,         14
     734,     156.4025,         10
     735,     156.6212,         11
     736,     156.8399,         13
     737,     157.0587,          9
     738,     157.2774,          8
     739,     157.4961,          9
     740,     157.7148,         14
     741,     157.9335,         11
     742,     158.1522,         13
     743,     158.3709,         14
     744,     158.5897,          8
     745,     158.8084,          5
     746,     159.0271,         13
     747,     159.2458,         12
     748,     159.4645,         11
     749,     159.6832,         14
     750,     159.9020,         14
     751,     160.1207,          9
     752,     160.3394,         15
     753,     160.5581,          8
     754,     160.7768,         16
     755,     160.9955,         11
     756,     161.2143,          7
     757,     161.4330,         15
     758,     161.6517,          9
     759,     161.8704,         10
     760,     162.0891,         16
     761,     162.3078,          6
     762,     162.5265,         17
     763,     162.7453,          9
     764,     162.9640,         16
     765,     163.1827,         15
     766,     163.4014,          8
     767,     163.6201,         10
     768,     163.8388,          8
     769,     164.0576,         14
     770,     164.2763,          7
     771,     164.4950,         11
     772,     164.7137,         10
     773,     164.9324,          9
     774,     165.1511,          6
     775,     165.3699,          9
     776,     165.5886,          6
     777,     165.8073,         12
     778,     166.0260,         17
     779,     166.2447,         14
     780,     166.4634,          9
     781,     166.6821,          7
     782,     166.9009,         10
     783,     167.1196,          5
     784,     167.3383,          6
     785,     167.5570,          9
     786,     167.7757,         13
     787,     167.9944,         21
     788,     168.2132,         13
     789,     168.4319,          4
     790,     168.6506,         10
     791,     168.8693,          8
     792,     169.0880,          5
     793,     169.3067,         12
     794,     169.5255,         22
     795,     169.7442,         14
     796,     169.9629,         10
     797,     170.1816,         10
     798,     170.4003,         12
     799,     170.6190,         11
     800,     170.8377,         11
     801,     171.0565,         10
     802,     171.2752,          7
     803,     171.4939,         12
     804,     171.7126,          9
     805,     171.9313,         17
     806,     172.1500,         10
     807,     172.3688,         12
     808,     172.5875,          9
     809,     172.8062,          4
     810,     173.0249,          6
     811,     173.2436,         10
     812,     173.4623,         11
     813,     173.6811,         10
     814,     173.8998,         12
     815,     174.1185,         10
     816,     174.3372,         13
     817,     174.5559,         14
     818,     174.7746,         10
     819,     174.9933,          6
     820,     175.2121,          9
     821,     175.4308,         13
     822,     175.6495,          6
     823,     175.8682,         10
     824,     176.0869,         12
     825,     176.3056,         10
     826,     176.5244,          9
     827,     176.7431,          8
     828,     176.9618,         11
